input_sd,output_sd
ڇا ٺڳي هڪ بيماري وانگر آهي؟,"ماهرن جي مطابق، ٺڳي هڪ بيماري وانگر آهي جيڪا وقت تي قابو نه پئجي ته وڌيڪ پکڙجي سگهي ٿي."
فريب کي روڪڻ لاءِ ڪهڙي خاصيت ضروري آهي؟,انساني ضمير ٺڳي کي روڪڻ ۾ اهم ڪردار ادا ڪري ٿو.
ماڻهو غلط ڪم ڪرڻ تي شرمسار ٿيڻ کان پاسو ڇو ڪن ٿا؟,ماڻهن کي شرمسار ڪرڻ انهن کي اهڙن عملن کان پري رکي ٿو.
غلط ڪمن تي سزا ۽ سٺن ڪمن تي انعام ڏيڻ جو رواج ڪهڙو هوندو آهي؟,اهڙو رواج مددگار ۽ اثرائتو ثابت ٿيندو آهي.
فريب جا نقصانڪار اثرات ڇا ٿي سگهن ٿا؟,"فريب جا نقصانڪار اثرات نفرت، پرتشدد رويو، ۽ ڪميونٽي جي ميمبرن جي وچ ۾ اعتماد جي کوٽ ٿي سگهن ٿا."
ٺڳي ڪندڙ جي ساٿي کي ڪهڙو نقصان ٿي سگهي ٿو؟,ٺڳي ڪندڙ جي ساٿي کي سخت نقصان ۽ تڪليف پهچي سگهي ٿي.
ٺڳي جا عام نتيجا ڇا ٿي سگهن ٿا؟,"ٺڳي جا نتيجا پنهنجو پاڻ تي گهٽ اعتماد، ٽٽل رشتا، ۽ ٻين لاءِ عزت جي کوٽ ٿي سگهن ٿا."
پنجاب پبلڪ سروس ڪميشن ڪير چونڊيندو آهي؟,پنجاب پبلڪ سروس ڪميشن موزون اميدوار چونڊي ٿو جيڪي مناسب عهدن لاءِ تجويز ٿين ٿا.
پنجاب پبلڪ سروس ڪميشن ڪهڙي شيءَ کي فروغ ڏئي ٿو؟,"پنجاب پبلڪ سروس ڪميشن قابليت، مهارت ۽ پروفيشنلزم کي فروغ ڏئي ٿو."
پنجاب پبلڪ سروس ڪميشن ڪنهن جي نگراني هيٺ ڪم ڪري ٿو؟,پنجاب پبلڪ سروس ڪميشن پنجاب حڪومت جي نگراني هيٺ ڪم ڪري ٿو ۽ ڀرتين جي ذميواري نڀائي ٿو.
پنجاب پبلڪ سروس ڪميشن جا ڪم ڪهڙا آهن؟,"امتحان، انٽرويوز، ۽ مناسب اميدوارن جي چونڊ ان جي اهم ذميوارين مان آهن."
سنڌ پبلڪ سروس ڪميشن جي امتحان بابت ڇا حڪم جاري ٿيو؟,سنڌ هاءِ ڪورٽ 2020 جي امتحان ۾ بي ضابطگين تي 2 مهينن اندر ٻيهر امتحان وٺڻ جو حڪم ڏنو.
سنڌ پبلڪ سروس ڪميشن ڇا ڪم ڪندو آهي؟,"سنڌ پبلڪ سروس ڪميشن ڀرتي، امتحان، ۽ سنڌ حڪومت لاءِ سروسز مهيا ڪرڻ جو ڪم ڪندو آهي."
سنڌ پبلڪ سروس ڪميشن بابت ڪهڙو فيصلو ٿيو؟,سنڌ هاءِ ڪورٽ 2020 جي امتحان جي نتيجن کي رد ڪري ٻيهر امتحان جو حڪم ڏنو.
پنجاب حڪومت جي درخواست تي ڇا ٿيو؟,پنجاب حڪومت جي اسڪينڊل بابت عدالتي جاچ جاري آهي.
سنڌ پبلڪ سروس ڪميشن جي نتيجن بابت ڇا ٿيو؟,سنڌ هاءِ ڪورٽ امتحانن ۾ بدعنواني تي آفيسرن کي معطل ڪري ڇڏيو آهي.
ڪراچي ۾ ڪهڙو حڪم جاري ٿيو؟,سنڌ هاءِ ڪورٽ ڪراچي ۾ 2020 جا نتيجا رد ڪرڻ جو حڪم ڏنو.
پنجاب جي تعليمي بورڊز جي ڪمپيوٽرائيزيشن بابت ڇا چيو ويو؟,بدعنواني کان بچڻ لاءِ امتحاني نظام کي ڪمپيوٽرائيز ڪرڻ لاءِ آئي ٽي ماهر ڊاڪٽر ماجد نعيم جون خدمتون ورتيون ويون.
ڪمپيوٽرائيزيشن کانپوءِ ڪهڙا مسئلا حل ٿيا؟,"امتحان کان پوءِ رشوت، جعلي داخلا، پنهنجي مرضي جي سينٽر حاصل ڪرڻ، ۽ غير قانوني طور نتيجن ۾ تبديليون تقريباً ناممڪن بڻجي ويون."
تعليمي بورڊن جا ملازم ڪمپيوٽرائيزيشن کي ناڪام ڪرڻ لاء ڇا ڪيو؟,"اڳوڻي سيڪريٽري تعليم احد چيمه موجب، بورڊ جا ملازم بدديانتي سان ڪمپيوٽر سسٽم ۾ رڪاوٽون وڌايون، جنهن ڪري بحران پيدا ٿيو."
ڇا بورڊ جا ملازم ڪمپيوٽرائيزيشن کي جان بوجھ ڪري ناڪام ڪيو؟,"مشتاق احمد طاهر موجب، اهو صحيح ناهي ته بورڊ جا ملازم ڄاڻي واڻي ڪمپيوٽرائيزيشن کي ناڪام بڻايو."
محمد عبدالله ڪمپيوٽر سيڪشن جي انچارج ڇا چيو آهي؟,"محمد عبدالله موجب، نتيجن کي شفاف ۽ تيز طريقي سان تيار ڪرڻ لاءِ ڪمپيوٽر مفيد آهي، پر اهو عمل آهستي ۽ تربيت يافته ماڻهن سان ٿيڻ گهرجي."
ڇا شاگردن جي حوصلہ شکني جو سبب نتيجن جو غلط اعلان آهي؟,"هڪ شاگرد زيشان موجب، غلط نتيجن جي اعلان سبب شاگردن جو حوصلو ٽٽي پيو."
ڪهڙو قومي مسئلو امتحان وٺندڙن ۽ ڏيندڙن جي بي ضابطگين سبب بڻجي چڪو آهي؟,"ملڪ جي اسڪولن ۽ ڪاليجن ۾ نقل جو موسم واپس آيو آهي، جيڪا هاڻي قومي بحث بڻجي چڪي آهي."
ڇو بدعنواني سماج جو جزو بڻجي وئي؟,"اغوا، عورتن ۽ ٻارن خلاف وڌندڙ ڏوهن سبب بدعنواني سماج جو مستقل جزو بڻجي وئي آهي."
نتيجن ۾ بي ضابطگين تي ڪير ڪيس داخل ڪيو؟,ڪيترن شاگردن نتيجن جي بي ضابطگين تي ڪمشنرن خلاف ڪيس داخل ڪيا آهن.
ڪمپيوٽرائيزيشن کان پوء ڪمشنرن جي صلاحيت ۾ ڪيترو اضافو ٿيو؟,"ڪمپيوٽرائيزيشن کان پوءِ ڪمشنرن جي صلاحيت وڌي وئي آهي، ۽ هاڻي اهي اعلى معيار سان نتيجا تيار ڪري سگھن ٿا."
ڪمپيوٽرائيزيشن بعد نتيجن جو اعلان بھتر ٿيو؟,"ها، ڪمپيوٽرائيزيشن کان پوءِ نتيجن جو اعلان تيز ۽ شفاف ٿي ويو آهي، جيڪو شاگردن لاءِ مناسب آهي."
"لالچ سوسائٽي ۾ انفرادي ۽ قومي فيصلي ۾ مذهبي ۽ اخلاقي قدر وڃائي، ڪيئن؟","لالچ سوسائٽي ۾ گھرائي سان رچيل آهي؛ اصول ۽ مذهبي قدر فراموش ٿي ويا آهن، ڇاڪاڻ ته مادي گرائونڊ اڳڀرائي ڪئي آهي."
هن جي پويان 2 سبب آهن. پهريون ڇا آهي؟,"پهريون سبب نئين لبرل ازم جي معيشت آهي، جيڪا سرد جنگ کان پوءِ اڀري ۽ اڄ حڪمراني ڪري ٿي."
نئين لبرلزم اقتصاديات جا اثر ڇا آهن؟,"نئين لبرلزم ماڻهن کي دولت جمع ڪرڻ تي مائل ڪري ٿو، جنهن سان اميريت ۽ غريبي جو فرق وڌي ٿو، ۽ سماجي انصاف کي نقصان پهچي ٿو."
ٻيو سبب ڇا آهي؟,"ٻيو سبب ميڊيا جو زور آهي: سوشل، ڊجيٽل ۽ ميڊيا دولت ۽ عیش کي وڌائي چڙھائي ڪري پيش ڪري ٿي."
ميڊيا جا ذريعا ڇا ڪن ٿا؟,"ميڊيا دولت ۽ آسائش کي وڌائي پيش ڪري ٿو، جيڪو ماڻهن جي ذهن ۾ دولت جي پوڄا پيدا ڪري ٿو."
ڪميونيڪيشن جي عالميائيزيشن جي ڪري ڇا ٿيندو آهي؟,عالمي ڪنيڪشن سان اهو عمل اڃا تيز ۽ وسيع ٿي پيو آهي.
سماج ۾ وڌندڙ بدعنواني جا اثر ڪٿي ظاهر ٿين ٿا؟,شفاف فيصلن ۽ آئيندہ اميدن واري شعبي ۾ سڀ کان وڌيڪ اثر محسوس ٿئي ٿو.
ڪرپشن جي خاتمي تي بحث ڇا رهي؟,بحث ۾ چيو ويندو آهي ته رشوت کان سواءِ ڪنھن به تعميراتي يا ترقياتي منصوبا نه ٿين ٿا.
تحقيق موجب ڪيترا ماڻهو رشوت يا اثر و رسوخ استعمال ڪن ٿا؟,"تحقيق موجب، هندستان ۾ تقريباً 62٪ ماڻهن کي رشوت يا اثر رسوخ جي ضرورت پوي ٿي."
هندستان ۾ ڪهڙي شعبي ۾ بدعنواني وڌي آهي؟,"هندستان ۾ پوليس، ٽيڪس کاتي، عدليہ ۽ ٻين سرڪاري شعبن ۾ بدعنواني آهي."
ڪرپشن جي لفظي معني ڇا آهي؟,ڪرپشن جو لفظي معني اهو رويو آهي جيڪو ڪجهه طريقي سان غير اخلاقي ۽ غير منصفاڻو آهي.
,
جيڪڏهن ڪو فيصلو ڪرڻ جو حق حاصل ڪري سگهي ٿو ته هو ڇا ڪري سگهي ٿو؟,"جيڪڏهن ڪو فيصلو ڪرڻ جو حق حاصل ڪري ٿو، هو هڪ يا ٻئي ۾ فيصلو ڪري سگهي ٿو."
فساد کي ختم ڪرڻ لاء ڪهڙا قدم کڻي ويا آهن؟,"بدعنواني جي خاتمي لاءِ ڪيترائي قدم کنيا ويندا، جيئن بدعنوان ماڻهن کي سخت سزا ڏيڻ ۽ شفافيت وارا قانون ٺاهڻ."
ڇا سماجي ۽ سياسي حڪومت کي فساد کي دٻائڻ گهرجي؟,"ڊائرير کي پين ڊ پايڪل ۽ سياسي نظام کي بابت وادي ضيفيٽي نوفرزن انتظامين بڻائي، بجلي جي مدد جي مدد فراهم ڪيا."
فساد کي ختم ڪرڻ لاء عوامي سوسائٽي کي ڇا جي ضرورت آهي؟,"بدعنواني جي خاتمي لاءِ سماج کي سچائي، ايمانداري، ۽ آگاهي وڌائڻ، بحثن ۾ حصو وٺڻ ۽ غلط عملن خلاف آواز اٿارڻ جي ضرورت آهي."
ڪرپشن ڇا آهي؟,ڪرپشن هڪ عمل آهي جڏهن صوابديد تي اعتراض يا اعتراضن جي بدران ٻين سببن جي ڪري استعمال ڪيو ويندو آهي جيڪو انهي کي باهمي طور سڏيو ويندو آهي.
ڪرپشن جو ڪڏهن استعمال ٿيندو آهي؟,"جڏهن هڪ سرڪاري طور تي سرڪاري لالچ جو فيصلو ڪري فيصلو ڪري ٿو يا ڪجهه ليس، ته کيس ان کي فسح ڪري ٿو."
 جي تازي سالن بابت ڇا ٿيو؟,"موجوده سالن ۾ فارن ۾ تمام گهڻي شعور ٿي چڪي آهي. حڪومت کي حڪومت سان مجبور ڪيو ويو آهي 1988، شهري چارٽر ڪيو، سا wormation ي ڪميٽي --2005، ڪميشن کان جاچ جو مطالبو."
تعليم ڇا آهي؟,تعليم ترقي جي ماء آهي ۽ تعليم کان سواء تصور نه ٿي ڪري سگهجي.
تعليم جي شعبي ۾ ڇا ڪرپشن ڇا آهي؟,"هتي دعا جي اختيار جي ڪارڪردگي آهي، جهڙوڪ خيالن (تپائي کانسواء اسڪولز ۽ هڏن سان گڏ، جراسپين سان گڏ، جلاپوري، جلادن ۽ نشانپ ڏيڻ."
ڪرپشن بابت وڌيڪ وضاحت ڪريو.,"گذريل سالن ۾، تعليم جي واڌ ۽ ڪنٽرول لاء ڪيتريون ئي بصادي بڻ آهن. ڪنھن کان علاوه، اڃا ڪيترائي عالميون آھن جتي سرشن نالا آھن."
ڇا ڪرپشن جو مسئلو مصر ۾ مليو آهي؟,تعليم جو نظام تعليم بدعنواني جي ڪهاڻيون مليون.
ڇا ميري ملڪ ڪرپشن جو شڪار ٿيڻ جو الزام لڳايو؟,ميريم مالڪ کي هڪ خال ڏنو ويو ۽ ڪرپشن جو نتيجو.
ڪرپشن جا ڪهڙا سبب آهن؟,"جڏهن اهو صوابديد اعتراض جي بدران ٻين سببن جي ڪري استعمال ڪيو ويندو آهي، پوء اهو ڪرپشن يا انهي شخص جي درجي ۾ اچي ٿو."
ڪرپشن ڇا آهي؟,"جڏهن هڪ سرڪاري طور تي سرڪاري لالچ جو فيصلو ڪري فيصلو ڪري ٿو يا ڪجهه ليس، ته کيس ان کي فسح ڪري ٿو."
ڪرپشن سان لاڳاپيل قانونن جو نالو ڏيو.,"حڪومت کي حڪومت سان مجبور ڪيو ويو آهي 1988، شهري چارٽر ڪيو، سا wormation ي ڪميٽي --2005، ڪميشن کان جاچ جو مطالبو."
تعليم ڇا آهي؟,"تعليم ترقي جي ماء آهي. ان کان سواء، گهڻن ئي ترقي کي تصور نٿو ڪري سگهجي."
تعليم جي شعبي ۾  بدعنواني جا مثال ڇا آهن؟,"اسڪولن ۾ داخلا ۽ ڪاليج سان گڏ اسڪولن جي داخلا، اسڪولن جي پيپرز ۽ وڏي تعداد ۾ پيپر حاصل ڪرڻ، جعلي سرٽيفيڪيٽس ۽ مارڪنگ جا پيسا ڪمائڻ جا ڪجهه مثال آهن."
تعليمي ادارن جي سڃاڻپ ڇا آهي؟,اسڪولن / ڪاليجن جي سڃاڻپ ۾ اربين روپين جي ٽرانزيڪشن ٿي چڪا آهن. معائنو رپورٽون صحيح نه آهن.
ڪرپشن جي صنعتن جو ذڪر ڪريو.,"نجي ڪوچنگ تي غلبو آهي. استاد پنهنجن اسڪولن ۾ تعليم نه ٿا اچن، ڪيترن ئي ماڻهن کي هڪ مهيني 5 لک روپين ۾ سيکارڻ لاء ڇڏي ڏنو آهي."
بدعنواني جي صنعتن ۽ مٽا سٽا صنعتن جو قيام ڪٿي ٿيو آهي؟,"پيراگراف ۾ ذڪر ڪيو ويو آهي ته ڊي ٽي يو تي بدعنواني جا الزام لڳايا ويا، جن تي کيس سزا به ڏني وئي، پر هاءِ ڪورٽ ان سزا کي رد ڪري ڇڏيو. ايجوڪيشنل انسٽيٽيوٽس لائسنس کانسواءِ به ايتري طاقت حاصل ڪري چڪا آهن جو بي رحميءَ سان ادارن کي بند ڪري رهيا آهن. تاحال مٽا سٽا صنعتن جي قيام يا ان بابت ڪوبه حوالو ناهي ڏنو ويو."
ڊگري ڪاليج ۾ پڙهندڙ شاگردن لاءِ ڪهڙيون سهولتون مهيا ڪيون وينديون آهن؟,"شاگردن لاءِ ليبارٽري، لائبريري ۽ راندين جي ميدان جون سهولتون مهيا ڪيون وڃن ٿيون."
ڪمپيوٽر ليب ۾ ڪهڙو سافٽويئر استعمال ٿيندو آهي؟,"ڪمپيوٽر ليب ۾ MS Office، AutoCAD، ۽ Visual Studio جهڙا سافٽويئر استعمال ڪيا ويندا آهن."
شاگردن کي اسڪالرشپ ڪهڙي بنياد تي ڏني ويندي آهي؟,"اسڪالرشپ تعليمي ڪارڪردگي، حاضري ۽ مالي حالت جي بنياد تي ڏني ويندي آهي."
انٽرن شپ دوران شاگردن کي ڪهڙن شعبن ۾ تجربو ڏنو ويندو آهي؟,"شاگردن کي بينڪاري، انجنيئرنگ، صحت ۽ آءِ ٽي جي شعبن ۾ انٽرن شپ ڏني ويندي آهي."
لائبريري جو وقت ڇا آهي؟,لائبريري صبح 8 وڳي کان شام 4 وڳي تائين کليل رهندي آهي.
ساليانا امتحان ڪڏهن ٿين ٿا؟,سالياني امتحان مئي جي مهيني ۾ ٿين ٿا.
نصاب ۾ ڪهڙيون تبديليون آنديون ويون آهن؟,"نصاب ۾ نئين ٽيڪنالاجي، ماحولياتي تبديلي ۽ مقامي تاريخ جا موضوع شامل ڪيا ويا آهن."
ڪهڙين راندين جون سهولتون موجود آهن؟,"فٽبال، ڪرڪيٽ، والي بال ۽ بيڊمنٽن جون سهولتون موجود آهن."
غير نصابي سرگرمين ۾ ڪهڙيون سرگرميون شامل آهن؟,"مباحثا، ڊرامو، ڪويز مقابلو ۽ سائنسي ميلا جهڙيون سرگرميون شامل آهن."
ڪمپيوٽر سائنس جي شاگردن کي ڪهڙيون سهولتون ڏنيون وڃن ٿيون؟,"جديد ڪمپيوٽر ليب، انٽرنيٽ، ۽ پروگرامنگ ورڪشاپس ڏنيون وڃن ٿيون."
امتحان جو نتيجو ڪڏهن ايندو آهي؟,نتيجا عام طور تي امتحان کان هڪ مهيني پوءِ جاري ڪيا ويندا آهن.
استادن جي تربيت لاءِ ڪهڙا پروگرام آهن؟,"استادن لاءِ ري فريشر ڪورس، ورڪشاپ ۽ سيمينارز جو اهتمام ڪيو ويندو آهي."
ڪهڙو بورڊ امتحان وٺي ٿو؟,بورڊ آف انٽرميڊيئيٽ اينڊ سيڪنڊري ايجوڪيشن امتحان وٺي ٿو.
داخلا وٺڻ لاءِ ڪهڙو معيار آهي؟,شاگردن کي ميٽرڪ ۾ گهٽ ۾ گهٽ 60 سيڪڙو نمبر حاصل ڪرڻا پوندا.
ڇا يوني فارم لازمي آهي؟,"ها، سڀني شاگردن لاءِ يوني فارم پائڻ لازمي آهي."
ڪلاس جو دورانيہ ڪيترو هوندو آهي؟,هر ڪلاس جو دورانيه 40 منٽ هوندو آهي.
لائبريري ۾ ڪيتريون ڪتابون آهن؟,لائبريري ۾ تقريبن 5000 ڪتابون موجود آهن.
ليب ۾ ڪهڙا تجربا ڪيا ويندا آهن؟,"فزڪس، ڪيمسٽري، ۽ بائيو لاجي جي بنيادي تجربن تي عمل ڪيو ويندو آهي."
شاگردن کي امتحانن لاء ڪيترو وقت گهرجي؟,"امتحانن جي تياري لاء وقت جو مقدار شاگردن لاء مختلف آهي.عام طور تي، شاگردن گهٽ ۾ گهٽ ڪجهه هفتن تائين ڪم ڪندا آهن."
امتحانن دوران شاگردن جي مدد ڇا آهي؟,"عام طور تي، شاگرد امتحانن دوران مدد سان مهيا نه ڪيا ويا آهن.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگرد ٻين شاگردن کي امتحانن جي دوران مدد وٺڻ جي اجازت ڏيندا آهن؟,"عام طور تي، شاگردن کي پر امتحانن دوران ٻين شاگردن جي مدد جي اجازت نه آهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگرد استادن کي امتحانن دوران مدد وٺڻ جي اجازت ڏيندا آهن؟,"عام طور تي، شاگردن کي امتحانن دوران استاد جي مدد لاء اجازت نه آهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
جڳھ کي تبديل ڪرڻ جي اجازت آھي؟,"عام طور تي، پاڪستان ۾ شاگردن کي امتحاماري دوران تبديل ڪرڻ جي اجازت ناهي.اهڙي صورت ۾، انهن جا امتحان منسوخ ٿي سگهن ٿا."
ڇا شاگردن کي امتحانن دوران پرچم تبديل ڪرڻ جي اجازت آهي؟,"عام طور تي، شاگردن کي امتحانن دوران پرچم تبديل ڪرڻ جي اجازت ناهي.اهڙي صورت ۾، انهن جا امتحان منسوخ ٿي سگهن ٿا."
ڇا امتحانن جي دوران حرڪت ڪئي وئي آهي؟,"عام طور تي، شاگردن امتحانن دوران تحريڪ کي منع ڪرڻ جي اجازت ناهي.شاگردن کي امتحانن دوران ڌيان ڏيڻو پوندو."
امتحانن دوران شاگردن کي فراهم ڪيو ويو آهي؟,"عام طور تي، فيصمانن شاگردن لاء شاگردن لاء مهيا نه آهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن کي امتحانن دوران وڌيڪ وقت ڏنو ويندو آهي؟,"عام طور تي، شاگردن کي امتحانن دوران وڌيڪ ڪجهه وقت نه ڏنو ويو آهي.امتحانن کي اصطلاح ۾ مڪمل ڪرڻو پوندو."
ڇا رياضياتي آلات امتحانن دوران استعمال ڪري سگهن ٿا؟,"عام طور تي، رياضياتي ڊوائيس امتحانن دوران استعمال ڪري سگهجن ٿا.بهرحال، اهو ممڪن آهي ته شاگردن کي امتحان لاء مخصوص ڊوائيسز تائين محدود ڪيو وڃي."
ڇا ڪالمن کي امتحان دوران جواب لکڻ لاء استعمال ڪري سگهجي ٿا؟,"عام طور تي امتحانن دوران شاگردن جي جوابن جا جواب لکڻ لاء استعمال ڪري سگهجن ٿا.بهرحال، اهو ممڪن آهي ته شاگردن کي امتحان لاء مخصوص ڊوائيسز تائين محدود ڪيو وڃي."
ڇا شاگردن کي امتحانن دوران نظرثاني ڪرڻ جي اجازت ڏني وڃي؟,"عام طور تي، شاگردن کي امتحانن جي دوران نظرثاني ڪرڻ جي اجازت ناهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن امتحانن دوران نقل ڪرڻ جي اجازت آهي؟,"عام طور تي، شاگردن کي امتحانن دوران نقل ڪرڻ جي اجازت ناهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن امتحانن دوران گھڙي استعمال ڪرڻ جي اجازت آهي؟,"عام طور تي، شاگردن کي امتحانن جي دوران ڪلاڪ استعمال ڪرڻ جي اجازت ناهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن امتحانن دوران شاگردن کي ريفلڪ سليمي سيٽنگ فراهم ڪندو آهي؟,"عام طور تي، امتحانن جي دوران، شاگردن کي ريفلڪس سيٽنگون ناهن.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن امتحانن دوران سيل فون استعمال ڪرڻ جي اجازت آهي؟,"عام طور تي، شاگردن کي امتحانن دوران موبائل فون استعمال ڪرڻ جي اجازت ناهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگرد امتحانن دوران پاڻي پيئڻ جي اجازت ڏيندا آهن؟,"عام طور تي، شاگردن کي پاڻي پيئڻو آهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن امتحانن دوران تحريڪ کي منع ڪرڻ جي اجازت آهي؟,"عام طور تي، شاگردن کي امتحانن جي دوران حرڪت تي پابندي جي اجازت نه آهي.شاگردن کي امتحانن دوران ڌيان ڏيڻو پوندو."
ڇا شاگرد ٻين شاگردن کي امتحانن جي دوران مدد وٺڻ جي اجازت ڏيندا آهن؟,"عام طور تي، شاگردن کي پر امتحانن دوران ٻين شاگردن جي مدد جي اجازت نه آهي.امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا امتحانن جي دوران حرڪت ڪئي وئي آهي؟,"عام طور تي، شاگردن امتحانن دوران تحريڪ کي منع ڪرڻ جي اجازت ناهي. شاگردن کي امتحانن دوران ڌيان ڏيڻو پوندو."
امتحانن دوران شاگردن کي فراهم ڪيو ويو آهي؟,"عام طور تي، فيصمانن شاگردن لاء شاگردن لاء مهيا نه آهي. امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن امتحانن دوران موبائل فون استعمال ڪرڻ جي اجازت ڏيندا آهن؟,"عام طور تي، شاگردن کي امتحانن دوران موبائل فون استعمال ڪرڻ جي اجازت ناهي. امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
ڇا شاگردن امتحانن دوران نظرثاني ڪرڻ جي اجازت آهي؟,"عام طور تي، شاگردن کي امتحانن جي دوران نظرثاني ڪرڻ جي اجازت ناهي. امتحانن کي پاڻمرادو مڪمل ڪرڻا آهن."
طلاق جو ثالثي ۽ ان جي مسئلن تي بحث ٿيل آهي؟,طلاق ثالثي ۽ ان جا مسئلا هن وقت سموري ملڪ تي بحث ٿي رهيا آهن.
ڪهڙن حالتن ۾ روزانو ايمرجنسي طريقي سان ٻڌو پيو وڃي؟,عدال ۾ پنهنجو هڪ خاص بينچ ٻڌي رهيو آهي ته ڪيسن جي هرف ٻڌڻ ۾ ٻڌي رهيو آهي.
اسلام ۾ اسلام کي توهان جي اکين ۾ ڪو به ڪوشش ڪرڻ جي ڪهڙي ڪوشش ڪئي پئي وڃي.,"اهو هڪ صلقيمت آهي، س the مجموعي داخلي کي بيان ڪرڻ، خاص طور تي، شريم جي شرطن کي نشانو بڻائڻ."
هن مسئلي تي شريعت جي روشن رخ جو ذميوار ڪير آهي؟,اهارين چار کي امير جي عطا ڪئي ته اشوال انهن مسئلن تي تقابالي جي سخت مالشاتي ڪئي.
مولانا مفتی زين الاسلام قاسمي صاحب ڪنھن جي حڪم تي رسالو مرتب ڪيو؟,مولا ميتا زينل سليم سليب مائيف مائيم ڊولوم مولا ميسا مولا ميسا ميسا ميسا ميسيما براٽم جي حڪم تي رسالي.
رسالي جو نالو ڇا آهي؟,"اظسن منتقل ڪندي، جيڪا ""طالبان جي هڪ هدايت ۾ شايع آهي."
اهو رسالو ڪيترن نسخن ۾ وٺي سگهجي ٿو؟,حزات مهاتما صرف سوين نسخن کي صرف سوين نسخن ڏيڻ جو حڪم ڏنو آهي (تنهنڪري نسخه 1300 / =).
ڇا اتي رسالي جا انگريزي ترجما آهن؟,"ها، رسالي جو هندي ۽ انگريزي ترجمو پڻ جلد اچي رهيو آهي."
شيطان هن جي تخت تي ڪير رکي ٿو؟,شيطان پنهنجي تخت کي پاڻي تي کيڏندو آهي
شيطان جا فوجون ڇو موڪليا آهن؟,پوءِ هن جا فوجون ماڻهن کي گمراهه ڪرڻ لاء موڪلي ٿو
شيطان ڪير ويجهو آهي؟,سڀ کان ويجهو اهو آهي جيڪو انهن جو سڀني کان لالچ آهي
ڪير وڏي آزمائش جو سبب بڻجندو آهي؟,سڀ کان وڏو لالچ چيٽي تمام پسنديده آهي
شيطان ڪنھن کي پنھنجي ويجهو وٺي ٿو؟,شيطان هن کي ويجهو اچي ٿو جيڪو انهن جي وچ ۾ جدا ٿي ويو
ماڻهو ڇا ڪيو؟,"هڪ ماڻهو آزمائش کي ٽوڙيو ۽ چيو، ""مون اهو آزمائش ۽ اهو آزمائش ڪيو"
اسلام جي نظر ۾ طلاق جو ڪهڙو عمل ڇا آهي؟,طلاق اسلام جي اکين ۾ هڪ ناپسنديده عمل آهي
مڙس ۽ زال جي ناخوشگوار حالتن ۾ ڪهڙيون تعليمات آهن؟,زالن جي ناخوشگوار حالتن ۾ اسلام ۽ هدايتون ۽ هدايتون
عورت طلاق ڪڏهن؟,"جيڪڏهن عورت اهڙي مڙس سان گڏ رهڻ نه ٿي چاهي جيڪو پنهنجا حق ادا نه ڪري، ته پوءِ طلاق وٺي سگهي ٿي۔"
عورت کي ڪهڙي حق ڇڏڻ گهرجي؟,"عورت لاءِ جائز آهي ته ڪجهه حق، جهڙوڪ نان نفقو، معاف ڪري يا گهٽائي سگهي ٿي۔"
طلاق جو صحيح طريقو ڇا آهي؟,طلاق جو صحيح طريقو اهو آهي ته زال کي صاف ۽ واضح لفظن ۾ رڳو هڪ طلاق ڏني وڃي۔
طلاق جي عورت جي حالت ڇا هئڻ گهرجي؟,طلاق ان حالت ۾ ڏني وڃي جڏهن عورت پاڪ هجي ۽ ان پاڪائي واري وقت ۾ صحبت نه ڪئي وئي هجي۔
ڇا مرد ۽ عورت ٻنهي لاءِ طلاق جائز آهي؟,"ها، طلاق ڏيڻ مرد ۽ عورت ٻنهي لاءِ جائز آهي۔"
ٽي طلاق گڏ ڏيڻ ڪيئن آهي؟,هڪ ئي وقت ٽن طلاقن ڏيڻ وڏو گناهه آهي۔
ڇا ٽي طلاق ڏيڻ ٺيڪ آهي؟,"هڪ ئي وقت ٽي طلاق ڏيڻ گناهه آهي، پر اهي واقع ٿي وڃن ٿيون۔"
ڇا ٽن طلاقن کان پوءِ رجوع جو حق آهي؟,ٽن طلاقن کان پوءِ رجوع جو حق ختم ٿي وڃي ٿو۔
ڇا مسلمان ٽي طلاقون ڏئي سگهن ٿا؟,"ٽن طلاقون ڏيڻ جائز نه آهي، پر جيڪڏهن ڏنيون وڃن ته اهي لاڳو ٿي وڃن ٿيون۔"
